sa2_type,timestamp,pop_scaled
Recreational,2020-03-15T01:00:00Z,4.070016869358406
Recreational,2020-03-15T02:00:00Z,4.059947566474407
Recreational,2020-03-15T03:00:00Z,4.090155475126401
Recreational,2020-03-15T04:00:00Z,4.09844784220734
Recreational,2020-03-15T05:00:00Z,4.11740182410663
Recreational,2020-03-15T06:00:00Z,4.200325494916023
Recreational,2020-03-15T07:00:00Z,4.531427866219242
Recreational,2020-03-15T08:00:00Z,4.818106842446001
Recreational,2020-03-15T09:00:00Z,4.9993542943579605
Recreational,2020-03-15T10:00:00Z,4.978623376655612
Recreational,2020-03-15T11:00:00Z,4.885038091027869
Recreational,2020-03-15T12:00:00Z,4.752360217732839
Recreational,2020-03-15T13:00:00Z,4.615536160897341
Recreational,2020-03-15T14:00:00Z,4.146425108889917
Recreational,2020-03-15T15:00:00Z,3.455789393434544
Recreational,2020-03-15T16:00:00Z,2.954101185037716
Recreational,2020-03-15T17:00:00Z,2.15744163333319
Recreational,2020-03-15T18:00:00Z,1.6658227278203595
Recreational,2020-03-15T19:00:00Z,1.3110278791430279
Recreational,2020-03-15T20:00:00Z,1.0237565909819162
Recreational,2020-03-15T21:00:00Z,0.8069704230087886
Recreational,2020-03-15T22:00:00Z,0.6103228608036565
Recreational,2020-03-15T23:00:00Z,0.48060654718039164
Recreational,2020-03-16T00:00:00Z,-0.16027496578934608
Recreational,2020-03-16T01:00:00Z,-0.154351846445818
Recreational,2020-03-16T02:00:00Z,-0.14369023162746747
Recreational,2020-03-16T03:00:00Z,-0.1555364703145236
Recreational,2020-03-16T04:00:00Z,-0.1839674431634584
Recreational,2020-03-16T05:00:00Z,-0.2544525633514425
Recreational,2020-03-16T06:00:00Z,-0.33856085802954117
Recreational,2020-03-16T07:00:00Z,-0.27873735265990757
Recreational,2020-03-16T08:00:00Z,-0.4386615749351656
Recreational,2020-03-16T09:00:00Z,-0.468277171652806
Recreational,2020-03-16T10:00:00Z,-0.5198083099415003
Recreational,2020-03-16T11:00:00Z,-0.7460714688642728
Recreational,2020-03-16T12:00:00Z,-0.8751954705531848
Recreational,2020-03-16T13:00:00Z,-0.9385728475289352
Recreational,2020-03-16T14:00:00Z,-0.9403497833319936
Recreational,2020-03-16T15:00:00Z,-1.084281583379726
Recreational,2020-03-16T16:00:00Z,-1.0072810319138608
Recreational,2020-03-16T17:00:00Z,-0.8550568647851893
Recreational,2020-03-16T18:00:00Z,-0.7271174869649829
Recreational,2020-03-16T19:00:00Z,-0.6175397791097135
Recreational,2020-03-16T20:00:00Z,-0.6199090268471247
Recreational,2020-03-16T21:00:00Z,-0.6489323116304123
Recreational,2020-03-16T22:00:00Z,-0.7247482392275717
Recreational,2020-03-16T23:00:00Z,-0.7964179832842614
Recreational,2020-03-17T00:00:00Z,-0.7318559824398053
Recreational,2020-03-17T01:00:00Z,-0.705201945393929
Recreational,2020-03-17T02:00:00Z,-0.7288944227680413
Recreational,2020-03-17T03:00:00Z,-0.7294867347023941
Recreational,2020-03-17T04:00:00Z,-0.7004634499191066
Recreational,2020-03-17T05:00:00Z,-0.7875333042689693
Recreational,2020-03-17T06:00:00Z,-0.9125111224174116
Recreational,2020-03-17T07:00:00Z,-0.9350189759228184
Recreational,2020-03-17T08:00:00Z,-0.9527883339534026
Recreational,2020-03-17T09:00:00Z,-1.030973509287973
Recreational,2020-03-17T10:00:00Z,-1.1328511619966561
Recreational,2020-03-17T11:00:00Z,-1.3306833480704938
Recreational,2020-03-17T12:00:00Z,-1.4994922493610439
Recreational,2020-03-17T13:00:00Z,-1.5220001028664505
Recreational,2020-03-17T14:00:00Z,-1.5433233325031517
Recreational,2020-03-17T15:00:00Z,-1.5640542502055
Recreational,2020-03-17T16:00:00Z,-1.4278225053043543
Recreational,2020-03-17T17:00:00Z,-1.2104440253968738
Recreational,2020-03-17T18:00:00Z,-0.9847731784084541
Recreational,2020-03-17T19:00:00Z,-0.8177412129209625
Recreational,2020-03-17T20:00:00Z,-0.7573253956169761
Recreational,2020-03-17T21:00:00Z,-0.7750947536475603
Recreational,2020-03-17T22:00:00Z,-0.8763800944218904
Recreational,2020-03-17T23:00:00Z,-0.9788500590649261
Recreational,2020-03-18T00:00:00Z,-0.766802386566621
Recreational,2020-03-18T01:00:00Z,-0.7437022211268615
Recreational,2020-03-18T02:00:00Z,-0.7371867898489806
Recreational,2020-03-18T03:00:00Z,-0.7312636705054525
Recreational,2020-03-18T04:00:00Z,-0.7845717445972052
Recreational,2020-03-18T05:00:00Z,-0.8911878927807105
Recreational,2020-03-18T06:00:00Z,-0.9048110672708252
Recreational,2020-03-18T07:00:00Z,-0.766802386566621
Recreational,2020-03-18T08:00:00Z,-0.8047103503652007
Recreational,2020-03-18T09:00:00Z,-0.8378798186889579
Recreational,2020-03-18T10:00:00Z,-0.7750947536475603
Recreational,2020-03-18T11:00:00Z,-0.9344266639884655
Recreational,2020-03-18T12:00:00Z,-0.9640422607061059
Recreational,2020-03-18T13:00:00Z,-0.9966194170955103
Recreational,2020-03-18T14:00:00Z,-0.9989886648329216
Recreational,2020-03-18T15:00:00Z,-1.059404482136908
Recreational,2020-03-18T16:00:00Z,-0.9812193068023373
Recreational,2020-03-18T17:00:00Z,-0.8171489009866096
Recreational,2020-03-18T18:00:00Z,-0.6074704762257158
