sa2_type,timestamp,measure,day,hour,pop_scaled
Recreational,2020-04-20T01:00:00Z,baseline_week,Mon,25,0.9322686539588881
Recreational,2020-04-20T02:00:00Z,baseline_week,Mon,26,0.9301236338172497
Recreational,2020-04-20T03:00:00Z,baseline_week,Mon,27,0.9291798249549288
Recreational,2020-04-20T04:00:00Z,baseline_week,Mon,28,0.9311961438880689
Recreational,2020-04-20T05:00:00Z,baseline_week,Mon,29,0.9299520322059186
Recreational,2020-04-20T06:00:00Z,baseline_week,Mon,30,0.9301665342200824
Recreational,2020-04-20T07:00:00Z,baseline_week,Mon,31,0.9326976579872158
Recreational,2020-04-20T08:00:00Z,baseline_week,Mon,32,0.9435943603067389
Recreational,2020-04-20T09:00:00Z,baseline_week,Mon,33,0.9598536129803581
Recreational,2020-04-20T10:00:00Z,baseline_week,Mon,34,0.9688626975752395
Recreational,2020-04-20T11:00:00Z,baseline_week,Mon,35,0.9676185858930892
Recreational,2020-04-20T12:00:00Z,baseline_week,Mon,36,0.9600681149945219
Recreational,2020-04-20T13:00:00Z,baseline_week,Mon,37,0.9583091984783785
Recreational,2020-04-20T14:00:00Z,baseline_week,Mon,38,0.9526034449016203
Recreational,2020-04-20T15:00:00Z,baseline_week,Mon,39,0.9562928795452383
Recreational,2020-04-20T16:00:00Z,baseline_week,Mon,40,0.9562928795452383
Recreational,2020-04-20T17:00:00Z,baseline_week,Mon,41,0.9607545214398463
Recreational,2020-04-20T18:00:00Z,baseline_week,Mon,42,0.9572366884075593
Recreational,2020-04-20T19:00:00Z,baseline_week,Mon,43,0.9515309348308011
Recreational,2020-04-20T20:00:00Z,baseline_week,Mon,44,0.9468118905191966
Recreational,2020-04-20T21:00:00Z,baseline_week,Mon,45,0.9350571801430181
Recreational,2020-04-20T22:00:00Z,baseline_week,Mon,46,0.9248468842688192
Recreational,2020-04-20T23:00:00Z,baseline_week,Mon,47,0.9205139435827097
Recreational,2020-04-21T00:00:00Z,baseline_week,Tue,48,0.9332982636268745
Recreational,2020-04-21T01:00:00Z,baseline_week,Tue,49,0.9285363189124373
Recreational,2020-04-21T02:00:00Z,baseline_week,Tue,50,0.9303810362342463
Recreational,2020-04-21T03:00:00Z,baseline_week,Tue,51,0.9304239366370791
Recreational,2020-04-21T04:00:00Z,baseline_week,Tue,52,0.9307242394569085
Recreational,2020-04-21T05:00:00Z,baseline_week,Tue,53,0.9327405583900485
Recreational,2020-04-21T06:00:00Z,baseline_week,Tue,54,0.9357435865883423
Recreational,2020-04-21T07:00:00Z,baseline_week,Tue,55,0.9387466147866361
Recreational,2020-04-21T08:00:00Z,baseline_week,Tue,56,0.9466831893106983
Recreational,2020-04-21T09:00:00Z,baseline_week,Tue,57,0.9581375968670475
Recreational,2020-04-21T10:00:00Z,baseline_week,Tue,58,0.9675756854902564
Recreational,2020-04-21T11:00:00Z,baseline_week,Tue,59,0.9656451673627818
Recreational,2020-04-21T12:00:00Z,baseline_week,Tue,60,0.959510409757696
Recreational,2020-04-21T13:00:00Z,baseline_week,Tue,61,0.9528179469157841
