sa2_type,timestamp,measure,day,hour,pop_scaled
Recreational,2020-04-14T01:00:00Z,baseline_week,Tue,25,0.9200603172188511
Recreational,2020-04-14T02:00:00Z,baseline_week,Tue,26,0.9208215014680554
Recreational,2020-04-14T03:00:00Z,baseline_week,Tue,27,0.9211175175649682
Recreational,2020-04-14T04:00:00Z,baseline_week,Tue,28,0.9239085264787176
Recreational,2020-04-14T05:00:00Z,baseline_week,Tue,29,0.9235279343541154
Recreational,2020-04-14T06:00:00Z,baseline_week,Tue,30,0.9225130220218429
Recreational,2020-04-14T07:00:00Z,baseline_week,Tue,31,0.9212020935926576
Recreational,2020-04-14T08:00:00Z,baseline_week,Tue,32,0.9313935049292271
Recreational,2020-04-14T09:00:00Z,baseline_week,Tue,33,0.9515648875331427
Recreational,2020-04-14T10:00:00Z,baseline_week,Tue,34,0.9573583454298649
Recreational,2020-04-14T11:00:00Z,baseline_week,Tue,35,0.949492774854753
Recreational,2020-04-14T12:00:00Z,baseline_week,Tue,36,0.9457714296364207
Recreational,2020-04-14T13:00:00Z,baseline_week,Tue,37,0.9400202597535432
Recreational,2020-04-14T14:00:00Z,baseline_week,Tue,38,0.9398088196843198
Recreational,2020-04-14T15:00:00Z,baseline_week,Tue,39,0.942346100515001
Recreational,2020-04-14T16:00:00Z,baseline_week,Tue,40,0.9453908375118184
Recreational,2020-04-14T17:00:00Z,baseline_week,Tue,41,0.9420923724319329
Recreational,2020-04-14T18:00:00Z,baseline_week,Tue,42,0.9326621453445677
Recreational,2020-04-14T19:00:00Z,baseline_week,Tue,43,0.9293213922508374
Recreational,2020-04-14T20:00:00Z,baseline_week,Tue,44,0.9234010703125813
Recreational,2020-04-14T21:00:00Z,baseline_week,Tue,45,0.9152394836405567
Recreational,2020-04-14T22:00:00Z,baseline_week,Tue,46,0.9109683942422434
Recreational,2020-04-14T23:00:00Z,baseline_week,Tue,47,0.9111375462976221
Recreational,2020-04-15T00:00:00Z,baseline_week,Wed,48,0.9202294692742298
Recreational,2020-04-15T01:00:00Z,baseline_week,Wed,49,0.9174384603604805
Recreational,2020-04-15T02:00:00Z,baseline_week,Wed,50,0.9155354997374696
Recreational,2020-04-15T03:00:00Z,baseline_week,Wed,51,0.9159583798759164
Recreational,2020-04-15T04:00:00Z,baseline_week,Wed,52,0.9174807483743251
Recreational,2020-04-15T05:00:00Z,baseline_week,Wed,53,0.9164658360420527
Recreational,2020-04-15T06:00:00Z,baseline_week,Wed,54,0.9137594031559927
Recreational,2020-04-15T07:00:00Z,baseline_week,Wed,55,0.9169310041943443
Recreational,2020-04-15T08:00:00Z,baseline_week,Wed,56,0.92762987169705
Recreational,2020-04-15T09:00:00Z,baseline_week,Wed,57,0.9467440539548484
Recreational,2020-04-15T10:00:00Z,baseline_week,Wed,58,0.9436570289441863
Recreational,2020-04-15T11:00:00Z,baseline_week,Wed,59,0.9469554940240719
Recreational,2020-04-15T12:00:00Z,baseline_week,Wed,60,0.9457291416225759
Recreational,2020-04-15T13:00:00Z,baseline_week,Wed,61,0.9434455888749629
Recreational,2020-04-15T14:00:00Z,baseline_week,Wed,62,0.9390899234489601
Recreational,2020-04-15T15:00:00Z,baseline_week,Wed,63,0.9378212830336196
Recreational,2020-04-15T16:00:00Z,baseline_week,Wed,64,0.9371869628259493
Recreational,2020-04-15T17:00:00Z,baseline_week,Wed,65,0.9412889001688839
Recreational,2020-04-15T18:00:00Z,baseline_week,Wed,66,0.9357491703552299
Recreational,2020-04-15T19:00:00Z,baseline_week,Wed,67,0.9303785925969547
Recreational,2020-04-15T20:00:00Z,baseline_week,Wed,68,0.9261075031986413
Recreational,2020-04-15T21:00:00Z,baseline_week,Wed,69,0.9159160918620718
Recreational,2020-04-15T22:00:00Z,baseline_week,Wed,70,0.9091500096469218
Recreational,2020-04-15T23:00:00Z,baseline_week,Wed,71,0.9036948558609572
Recreational,2020-04-16T00:00:00Z,baseline_week,Thu,72,0.9163389720005186
Recreational,2020-04-16T01:00:00Z,baseline_week,Thu,73,0.9142668593221289
Recreational,2020-04-16T02:00:00Z,baseline_week,Thu,74,0.9189608288588892
Recreational,2020-04-16T03:00:00Z,baseline_week,Thu,75,0.9192991329696467
Recreational,2020-04-16T04:00:00Z,baseline_week,Thu,76,0.9181996446096848
Recreational,2020-04-16T05:00:00Z,baseline_week,Thu,77,0.917776764471238
Recreational,2020-04-16T06:00:00Z,baseline_week,Thu,78,0.9154086356959356
Recreational,2020-04-16T07:00:00Z,baseline_week,Thu,79,0.9180727805681508
Recreational,2020-04-16T08:00:00Z,baseline_week,Thu,80,0.9319009610953634
Recreational,2020-04-16T09:00:00Z,baseline_week,Thu,81,0.9396819556427858
Recreational,2020-04-16T10:00:00Z,baseline_week,Thu,82,0.9417117803073307
Recreational,2020-04-16T11:00:00Z,baseline_week,Thu,83,0.940189411808922
Recreational,2020-04-16T12:00:00Z,baseline_week,Thu,84,0.9336347696629955
Recreational,2020-04-16T13:00:00Z,baseline_week,Thu,85,0.9283487679324097
Recreational,2020-04-16T14:00:00Z,baseline_week,Thu,86,0.9352840022029383
Recreational,2020-04-16T15:00:00Z,baseline_week,Thu,87,0.9358337463829193
Recreational,2020-04-16T16:00:00Z,baseline_week,Thu,88,0.9338039217183742
Recreational,2020-04-16T17:00:00Z,baseline_week,Thu,89,0.9381172991305323
