days,sa2_type,mobility
2020-04-11,Retail,-71.93908277550312
2020-03-03,Workplace,31.79903541459738
2020-04-19,Tourism,-80.11813983460424
2020-03-08,Transit,19.56337210168129
2020-03-20,Residential,18.55270723665741
2020-03-22,Recreational,44.40451710770267
2020-04-08,Residential,-43.00063321435585
2020-03-31,Residential,-48.865558004812826
2020-04-06,Transit,-55.688402947114504
2020-04-10,Transit,-53.41659326844178
2020-03-04,Recreational,26.074525209791016
2020-04-25,Retail,-73.85411927817854
2020-04-12,Tourism,-78.07570155116068
2020-03-04,Workplace,35.91252256189853
2020-03-24,Residential,-16.773405756017016
2020-04-10,Workplace,-87.85662211872102
2020-03-08,Residential,33.96697620942348
2020-04-20,Residential,-45.92105087005095
2020-04-06,Workplace,-73.49545302180286
2020-04-07,Workplace,-72.31782044429511
2020-03-18,Workplace,20.98094683081207
2020-04-15,Retail,-71.43830039233104
2020-03-18,Residential,21.13260757461849
2020-04-22,Workplace,-68.43752276424738
2020-03-13,Recreational,36.63569644962165
2020-03-27,Residential,-46.70435087802756
2020-04-19,Workplace,-58.06307297368048
2020-03-04,Retail,17.852296000197395
2020-03-13,Tourism,12.859069815005093
2020-03-20,Tourism,-11.728355984943292
2020-03-20,Recreational,37.33875840273113
2020-03-14,Workplace,8.031149383882076
2020-03-25,Tourism,-53.39065227228651
2020-03-12,Tourism,23.189031578845228
2020-03-25,Workplace,-45.574225610891226
2020-03-15,Residential,25.069263102904237
2020-04-26,Recreational,-48.72745659868532
2020-03-16,Residential,21.781733615782766
2020-03-14,Recreational,36.01401475009192
2020-04-16,Workplace,-71.0233530883656
2020-04-06,Residential,-47.44738887124032
2020-03-02,Tourism,13.127368898141741
2020-03-11,Residential,31.267920248311338
2020-03-07,Retail,2.5783670197786064
2020-04-23,Transit,-44.983115207907595
2020-04-08,Recreational,29.41878394817793
2020-04-16,Recreational,15.06474195234345
2020-04-24,Tourism,-69.65187454043446
2020-04-09,Tourism,-70.34431566231157
2020-03-29,Residential,-22.096591264560107
2020-03-17,Residential,22.262384540352095
2020-03-11,Workplace,33.68380156860841
2020-03-07,Tourism,7.55753544830675
2020-04-27,Retail,-77.04268368385767
2020-04-17,Transit,-54.19950766729149
2020-03-22,Residential,2.6699127799766598
2020-03-08,Recreational,74.88757795381761
2020-03-30,Workplace,-75.92516956825854
2020-04-14,Residential,-45.662501217225994
2020-03-31,Retail,-76.2375598395034
2020-03-15,Workplace,7.316469586985272
2020-04-01,Retail,-75.42872652799369
2020-03-15,Transit,17.007937335259342
2020-04-20,Retail,-71.94249248876419
2020-03-30,Tourism,-74.10087708375876
2020-03-28,Recreational,-37.852369314618166
