days,sa2_type,mobility
2020-03-06,Workplace,28.10619901166003
2020-04-09,Retail,-68.64341076247175
2020-04-20,Tourism,-68.06638144427455
2020-04-03,Residential,-41.39671833172414
2020-04-26,Residential,-11.369713918615584
2020-03-26,Retail,-75.56849533539304
2020-04-05,Transit,-7.384849071495584
2020-03-08,Retail,2.7833201751238104
2020-04-12,Residential,-17.826853562427598
2020-04-09,Workplace,-70.57005362891317
2020-04-12,Transit,-17.06452621703325
2020-04-06,Tourism,-70.75989022756363
2020-03-12,Recreational,36.19439516514903
2020-03-27,Workplace,-73.83910041520235
2020-03-13,Workplace,27.381190398574656
2020-03-17,Workplace,22.25920752849011
2020-03-05,Retail,11.430906309733627
2020-04-17,Workplace,-70.70634714878406
2020-03-23,Retail,2.71397710624984
2020-03-26,Transit,-23.654651651521082
2020-03-06,Residential,29.412464276933033
2020-04-05,Recreational,-50.95364908140907
2020-04-17,Tourism,-71.43705839099714
2020-03-21,Transit,-10.770976486162771
2020-03-04,Tourism,18.197685693968584
2020-03-04,Transit,43.395297303951736
2020-03-22,Tourism,-21.33421298924467
2020-04-24,Recreational,-31.890873292518556
2020-04-07,Residential,-44.790279065872674
2020-03-29,Retail,-81.45123089069116
2020-04-13,Residential,-57.912498312472636
2020-04-15,Residential,-43.727117801614085
2020-04-03,Recreational,-28.002061864381712
2020-04-22,Recreational,26.517740223312174
2020-04-21,Retail,-69.60942319740221
2020-04-20,Recreational,-21.68504326328801
2020-03-28,Workplace,-68.45359509177177
2020-03-12,Transit,36.63782483296376
2020-03-25,Residential,-28.571216806587312
2020-03-13,Transit,38.45841143657264
2020-03-14,Transit,-1.920191640925427
2020-04-14,Workplace,-72.41611688266157
2020-03-02,Transit,35.76391620126381
2020-03-09,Workplace,21.173207069460336
2020-03-21,Tourism,-33.692534546155905
2020-03-19,Tourism,-4.788981122555419
2020-04-04,Retail,-79.23875132687766
2020-03-16,Tourism,8.47847633467644
2020-04-20,Transit,-55.34754450824615
2020-03-08,Workplace,14.808294398802241
2020-03-14,Tourism,15.289901510013868
2020-03-20,Transit,12.896256314129342
2020-03-04,Residential,32.37777041119317
2020-03-02,Residential,25.42841924948542
2020-04-09,Recreational,22.03140297540616
2020-03-22,Transit,7.018510521064468
2020-03-09,Transit,30.412438711030713
2020-04-27,Tourism,-83.21736835027568
2020-04-16,Residential,-42.65511477982058
2020-03-14,Retail,3.817508286215642
2020-03-30,Residential,-51.06739937363489
2020-03-19,Transit,28.234560922938677
2020-03-07,Residential,30.06263549476577
2020-03-23,Residential,14.721281787604143
2020-03-15,Tourism,21.79633919941084
2020-03-11,Transit,35.63809372080729
2020-04-07,Tourism,-72.83117934117578
2020-03-02,Retail,11.029225535718714
2020-04-23,Recreational,21.61034104544083
2020-03-10,Residential,29.242169937252392
2020-03-07,Workplace,11.581105621727312
2020-03-21,Retail,-13.755767855982318
2020-04-01,Workplace,-73.52760847922687
2020-03-05,Workplace,31.59035816819523
2020-04-12,Recreational,-52.355975054778355
2020-03-22,Retail,-23.005813536208997
2020-03-03,Retail,17.304077933630158
2020-04-10,Tourism,-83.62948426398906
2020-03-25,Recreational,33.16596542612953
2020-04-19,Residential,-17.12810016439109
2020-04-08,Workplace,-70.75765485758687
2020-04-11,Tourism,-75.97790041498939
2020-04-07,Retail,-72.42289611240501
2020-04-09,Residential,-43.1988266193676
2020-04-16,Retail,-72.214914169835
2020-03-03,Recreational,26.749627298326978
2020-03-10,Recreational,23.311109270609016
2020-03-27,Recreational,-35.274358941857955
2020-03-11,Retail,17.416043625237492
2020-04-14,Retail,-73.43676022591953
2020-03-29,Recreational,-50.86600370807349
2020-04-18,Transit,-24.47330265397466
2020-04-02,Tourism,-73.22032418166205
2020-04-12,Retail,-79.22438335845355
2020-04-11,Residential,-15.180641633505825
2020-04-17,Retail,-70.41499759653902
2020-03-28,Transit,-30.89831683792473
2020-04-08,Tourism,-67.37992113258777
2020-03-31,Tourism,-74.01973450076295
2020-04-23,Retail,-68.05017799311311
2020-04-05,Workplace,-57.3532999842625
2020-04-11,Workplace,-61.19002159924853
2020-04-04,Recreational,-36.840192919090775
2020-03-17,Transit,19.650238473767896
2020-03-05,Residential,30.442405430296414
2020-03-15,Recreational,65.21152873756951
2020-04-01,Transit,-53.11787154847166
2020-04-13,Workplace,-86.62304692067633
2020-03-12,Retail,17.496408706645465
2020-03-12,Workplace,28.9011721508403
2020-03-23,Recreational,5.774042027194069
2020-04-25,Residential,-13.501789955619653
2020-03-06,Transit,34.191527962841676
2020-03-12,Residential,29.369307910086302
2020-04-13,Transit,-64.75523742101261
2020-03-24,Retail,-13.048478964710835
2020-03-25,Transit,-44.49457241963633
2020-04-02,Transit,-49.12822296621592
2020-04-18,Tourism,-77.93525667747174
2020-03-25,Retail,-28.326300984528835
2020-03-05,Transit,43.23231444845428
2020-04-14,Transit,-54.319926935696635
2020-03-29,Transit,-16.754776548376046
2020-03-28,Residential,-22.703023732159906
2020-04-15,Transit,-51.799900065898576
2020-04-03,Retail,-70.0688992148694
2020-04-02,Retail,-72.73550619192524
2020-03-09,Recreational,4.23139678615575
2020-03-14,Residential,30.714093622143917
2020-03-18,Retail,5.7527080711624325
2020-04-27,Residential,-52.233948408644494
2020-03-31,Recreational,23.055049417481083
2020-03-23,Transit,-9.297569417132062
2020-04-11,Recreational,-37.5599628003547
2020-04-23,Tourism,-70.71012376345703
2020-03-10,Transit,43.74522206812571
2020-04-10,Recreational,-35.66983129048204
2020-03-28,Retail,-82.1901605251186
2020-04-06,Recreational,-20.09097651421508
2020-04-05,Residential,-15.266023627232203
2020-03-18,Transit,22.00650295819423
2020-03-19,Workplace,16.69660523894537
2020-04-21,Tourism,-72.04311559405821
2020-04-24,Transit,-44.09991192213013
2020-03-30,Transit,-60.869451217913415
2020-03-30,Recreational,-16.542892459826945
2020-03-10,Tourism,11.091150187936018
2020-04-12,Workplace,-60.24869121588259
2020-03-20,Workplace,14.331723880239311
2020-04-02,Residential,-46.34648838557833
2020-04-16,Transit,-53.989303882777506
2020-04-25,Workplace,-61.352194788655545
2020-03-30,Retail,-76.55203237901324
2020-04-04,Tourism,-78.01613916765696
2020-04-24,Retail,-65.74907867328955
2020-04-26,Workplace,-51.721361901090376
2020-03-11,Recreational,24.261372881749917
2020-04-06,Retail,-71.95540436520747
2020-04-10,Residential,-53.092781651819685
2020-03-26,Recreational,60.42459531679022
2020-04-13,Tourism,-84.3051315127578
2020-04-03,Tourism,-72.3992851473288
2020-03-09,Tourism,10.964792134635598
2020-04-01,Tourism,-73.84446311978796
2020-03-26,Tourism,-66.18167175272536
2020-04-16,Tourism,-70.58398303892412
2020-03-23,Tourism,-20.800482122134284
2020-03-28,Tourism,-73.06613076832143
2020-03-26,Workplace,-67.84895428754506
2020-04-25,Transit,-25.391161823110387
2020-03-06,Retail,13.494632270469475
2020-03-06,Recreational,52.41064902251574
2020-03-03,Tourism,19.798608639694233
2020-04-22,Transit,-43.251913593210276
2020-04-24,Residential,-36.61761984876348
2020-03-05,Tourism,14.56100602079381
2020-04-21,Transit,-50.48337448838074
2020-04-10,Retail,-88.05319660310847
2020-04-04,Transit,-22.703145684927193
2020-04-26,Retail,-69.76961171319887
2020-04-23,Residential,-40.35269638776137
2020-04-20,Workplace,-72.94452892115302
2020-03-02,Workplace,26.810198592051364
2020-04-23,Workplace,-67.49725643107337
2020-03-13,Residential,28.89255934115504
2020-04-03,Workplace,-71.20345656820253
2020-03-16,Transit,25.74267809853432
2020-03-17,Recreational,17.860692396885863
2020-03-27,Transit,-55.68704502510597
2020-04-11,Transit,-24.997793607766503
2020-04-15,Recreational,25.91335611396514
2020-04-22,Retail,-67.0244528339132
2020-04-27,Workplace,-84.46848533195882
2020-03-24,Transit,-35.782566045394574
2020-04-24,Workplace,-65.15965257422017
2020-03-16,Workplace,20.268512308861446
2020-03-27,Retail,-76.52940233936869
2020-03-19,Residential,19.231162806562747
2020-03-09,Retail,8.38229086484741
2020-04-08,Transit,-56.50694107508817
2020-03-31,Workplace,-75.14178199297794
2020-03-05,Recreational,32.5196728672698
2020-04-09,Transit,-55.0821050190588
2020-03-15,Retail,1.8378430105983432
2020-03-18,Recreational,25.752187018139267
2020-04-22,Residential,-41.254341624326656
2020-04-26,Tourism,-82.04888227442196
2020-04-01,Residential,-48.24701158111932
2020-03-24,Tourism,-29.707297572675905
2020-04-22,Tourism,-69.29342556079902
2020-03-24,Recreational,23.347689249627294
2020-03-31,Transit,-54.929472651625346
2020-03-10,Retail,12.437530188760453
2020-03-07,Recreational,103.89731167679564
2020-03-03,Residential,34.00759549019506
2020-04-13,Recreational,-25.541656365883807
2020-04-21,Workplace,-70.68229454399128
2020-04-07,Recreational,15.11719397051515
2020-04-21,Recreational,14.202694495058246
2020-04-15,Tourism,-70.53461762234146
2020-03-23,Workplace,-2.988223471747832
2020-03-22,Workplace,-19.894175925177652
2020-04-19,Recreational,-50.813416484072135
2020-03-26,Residential,-21.91697649827745
2020-03-09,Residential,23.069947274075588
2020-04-13,Retail,-77.9465150348869
2020-04-25,Tourism,-81.17055628488058
2020-03-21,Residential,7.637536459660412
2020-03-02,Recreational,-9.986650185414089
2020-03-21,Workplace,-16.587931030042956
2020-03-16,Recreational,-15.051668726823236
2020-03-16,Retail,9.415240980309383
2020-03-11,Tourism,12.651108668950805
2020-04-19,Transit,-5.681225893880955
2020-04-02,Workplace,-73.35042057202004
2020-04-21,Residential,-42.36706787024794
2020-04-27,Transit,-58.14258370696662
2020-04-18,Residential,-14.529183506127675
2020-04-17,Residential,-41.48804326511806
2020-03-18,Tourism,-2.2044088176352705
2020-04-04,Workplace,-65.89601974690339
2020-03-19,Retail,5.9828502646032335
2020-04-18,Retail,-75.98318927232945
2020-04-18,Workplace,-63.171807730350736
2020-03-08,Tourism,-7.563711125090135
2020-04-05,Tourism,-79.55966061647514
2020-04-02,Recreational,12.3469785862036
2020-03-29,Workplace,-63.009366327698125
2020-03-10,Workplace,30.545914368067567
2020-03-07,Transit,17.879341864716633
2020-04-14,Tourism,-70.69953150061183
2020-04-18,Recreational,-39.11196660683003
2020-04-07,Transit,-53.817948110814186
2020-03-29,Tourism,-80.62874940546511
2020-04-01,Recreational,12.97953617393864
2020-04-27,Recreational,-24.281829419035844
2020-03-03,Transit,42.56198626661707
2020-04-26,Transit,-8.701285163288706
2020-04-15,Workplace,-71.1969542448745
2020-03-17,Tourism,4.089010008628968
2020-03-20,Retail,4.919083480211504
2020-03-19,Recreational,14.49056659329982
2020-03-06,Tourism,14.542966638585492
2020-03-24,Workplace,-29.42125474117286
2020-03-13,Retail,15.699407146290659
2020-03-21,Recreational,11.384389125592055
2020-04-19,Retail,-78.22914423790043
2020-04-14,Recreational,11.934735795925121
2020-04-05,Retail,-78.97557357831528
2020-04-04,Residential,-16.36722607980174
2020-04-08,Retail,-69.00041947343746
2020-04-03,Transit,-46.87925803804663
2020-03-27,Tourism,-75.62780913238896
2020-03-17,Retail,7.190783401322803
2020-04-25,Recreational,-37.020135389406754
2020-04-17,Recreational,-27.98009117834704
