days,regc2018_name,mobility
2020-03-13,Hawke's Bay Region,3.29
2020-03-13,Manawatu-Wanganui Region,0.57
2020-03-13,Marlborough Region,39.63
2020-03-13,Nelson Region,1.44
2020-03-13,Northland Region,-4.98
2020-03-13,Otago Region,-1.14
2020-03-13,Southland Region,1.91
2020-03-13,Taranaki Region,15.48
2020-03-13,Tasman Region,-2.02
2020-03-13,Waikato Region,-0.76
2020-03-13,Wellington Region,-1.41
2020-03-13,West Coast Region,5.13
2020-03-14,Auckland Region,-12.91
2020-03-14,Bay of Plenty Region,-11.93
2020-03-14,Canterbury Region,-9.15
2020-03-14,Gisborne Region,-3.31
2020-03-14,Hawke's Bay Region,5.71
2020-03-14,Manawatu-Wanganui Region,-0.78
2020-03-14,Marlborough Region,21.17
2020-03-14,Nelson Region,1.45
2020-03-14,Northland Region,-15.24
2020-03-14,Otago Region,-4.69
2020-03-14,Southland Region,6.38
2020-03-14,Taranaki Region,10.15
2020-03-14,Tasman Region,-2.54
2020-03-14,Waikato Region,-12.28
2020-03-14,Wellington Region,-9.74
2020-03-14,West Coast Region,5.53
2020-03-15,Auckland Region,-15.84
2020-03-15,Bay of Plenty Region,-7.84
2020-03-15,Canterbury Region,-4.3
2020-03-15,Gisborne Region,2.02
2020-03-15,Hawke's Bay Region,15.75
2020-03-15,Manawatu-Wanganui Region,-1.04
2020-03-15,Marlborough Region,23.29
2020-03-15,Nelson Region,-9.54
2020-03-15,Northland Region,-11.4
2020-03-15,Otago Region,5.78
2020-03-15,Southland Region,6.08
2020-03-15,Taranaki Region,13.92
2020-03-15,Tasman Region,9.79
2020-03-15,Waikato Region,1.7
2020-03-15,Wellington Region,-8.15
2020-03-15,West Coast Region,13.17
2020-03-16,Auckland Region,-0.54
2020-03-16,Bay of Plenty Region,-0.27
2020-03-16,Canterbury Region,-3.9
2020-03-16,Gisborne Region,-3.67
2020-03-16,Hawke's Bay Region,1.58
2020-03-16,Manawatu-Wanganui Region,2.4
2020-03-16,Marlborough Region,18.63
2020-03-16,Nelson Region,2.67
2020-03-16,Northland Region,-7
2020-03-16,Otago Region,-1.66
2020-03-16,Southland Region,2
2020-03-16,Taranaki Region,4.24
2020-03-16,Tasman Region,5.18
2020-03-16,Waikato Region,-6.32
2020-03-16,Wellington Region,0.52
2020-03-16,West Coast Region,3.36
2020-03-17,Auckland Region,-9.08
2020-03-17,Bay of Plenty Region,-4.34
2020-03-17,Canterbury Region,-7.98
2020-03-17,Gisborne Region,-3.01
2020-03-17,Hawke's Bay Region,-2.61
2020-03-17,Manawatu-Wanganui Region,-1.31
2020-03-17,Marlborough Region,4.06
2020-03-17,Nelson Region,-1.22
2020-03-17,Northland Region,-7.79
2020-03-17,Otago Region,-6.63
2020-03-17,Southland Region,-2.62
2020-03-17,Taranaki Region,-2.88
2020-03-17,Tasman Region,-1.26
2020-03-17,Waikato Region,-8.19
2020-03-17,Wellington Region,-7.05
2020-03-17,West Coast Region,3.04
2020-03-18,Auckland Region,-10.38
2020-03-18,Bay of Plenty Region,-4.76
2020-03-18,Canterbury Region,-8.34
2020-03-18,Gisborne Region,-3.38
2020-03-18,Hawke's Bay Region,-3.6
2020-03-18,Manawatu-Wanganui Region,-0.27
2020-03-18,Marlborough Region,2.55
2020-03-18,Nelson Region,0.05
2020-03-18,Northland Region,-10.65
2020-03-18,Otago Region,-11.11
2020-03-18,Southland Region,-1.81
2020-03-18,Taranaki Region,-1.06
2020-03-18,Tasman Region,0.18
2020-03-18,Waikato Region,-8.1
2020-03-18,Wellington Region,-8.41
2020-03-18,West Coast Region,-1.43
2020-03-19,Auckland Region,-11.47
2020-03-19,Bay of Plenty Region,-6.58
2020-03-19,Canterbury Region,-10.02
2020-03-19,Gisborne Region,-4.51
2020-03-19,Hawke's Bay Region,-3.41
2020-03-19,Manawatu-Wanganui Region,1.03
2020-03-19,Marlborough Region,-3.52
2020-03-19,Nelson Region,-0.26
2020-03-19,Northland Region,-9.35
2020-03-19,Otago Region,-12.63
2020-03-19,Southland Region,-3.82
2020-03-19,Taranaki Region,-0.9
2020-03-19,Tasman Region,-3.32
2020-03-19,Waikato Region,-10.92
2020-03-19,Wellington Region,-11.43
2020-03-19,West Coast Region,-7.59
2020-03-20,Auckland Region,-13.43
2020-03-20,Bay of Plenty Region,-9.86
2020-03-20,Canterbury Region,-11.41
2020-03-20,Gisborne Region,-5.32
2020-03-20,Hawke's Bay Region,-8.19
2020-03-20,Manawatu-Wanganui Region,-5.42
2020-03-20,Marlborough Region,-4.63
2020-03-20,Nelson Region,-2.93
2020-03-20,Northland Region,-6.95
2020-03-20,Otago Region,-15.35
2020-03-20,Southland Region,-5.98
2020-03-20,Taranaki Region,-8.41
2020-03-20,Tasman Region,-3.92
2020-03-20,Waikato Region,-12.92
2020-03-20,Wellington Region,-15.49
2020-03-20,West Coast Region,-4.24
2020-03-21,Auckland Region,-32.99
2020-03-21,Bay of Plenty Region,-27.15
2020-03-21,Canterbury Region,-27.27
2020-03-21,Gisborne Region,-19.13
2020-03-21,Hawke's Bay Region,-17.16
2020-03-21,Manawatu-Wanganui Region,-19.15
2020-03-21,Marlborough Region,-4.21
2020-03-21,Nelson Region,-17.96
2020-03-21,Northland Region,-26.07
2020-03-21,Otago Region,-34.07
2020-03-21,Southland Region,-18.56
2020-03-21,Taranaki Region,-24.06
2020-03-21,Tasman Region,-9.67
2020-03-21,Waikato Region,-29.8
2020-03-21,Wellington Region,-30.07
2020-03-21,West Coast Region,-16.67
2020-03-22,Auckland Region,-39.47
2020-03-22,Bay of Plenty Region,-27.28
2020-03-22,Canterbury Region,-20.05
2020-03-22,Gisborne Region,-15.96
2020-03-22,Hawke's Bay Region,-17.95
2020-03-22,Manawatu-Wanganui Region,-19.26
2020-03-22,Marlborough Region,1.39
2020-03-22,Nelson Region,-14.14
2020-03-22,Northland Region,-24.4
2020-03-22,Otago Region,-26.74
2020-03-22,Southland Region,-20.45
2020-03-22,Taranaki Region,-24.94
2020-03-22,Tasman Region,-9.28
2020-03-22,Waikato Region,-26.6
2020-03-22,Wellington Region,-32.21
2020-03-22,West Coast Region,-14.72
2020-03-23,Auckland Region,-4.97
2020-03-23,Bay of Plenty Region,-11.65
2020-03-23,Canterbury Region,-14.09
2020-03-23,Gisborne Region,-2.37
2020-03-23,Hawke's Bay Region,-4.09
2020-03-23,Manawatu-Wanganui Region,-1.69
2020-03-23,Marlborough Region,-8.7
2020-03-23,Nelson Region,3.78
2020-03-23,Northland Region,3.14
2020-03-23,Otago Region,-33.95
2020-03-23,Southland Region,-10.65
2020-03-23,Taranaki Region,-5.39
2020-03-23,Tasman Region,1.04
2020-03-23,Waikato Region,-21.72
2020-03-23,Wellington Region,-28.3
2020-03-23,West Coast Region,-9.58
2020-03-24,Auckland Region,-37.06
2020-03-24,Bay of Plenty Region,-33.48
2020-03-24,Canterbury Region,-31.37
2020-03-24,Gisborne Region,-24.53
2020-03-24,Hawke's Bay Region,-25.42
2020-03-24,Manawatu-Wanganui Region,-24.2
2020-03-24,Marlborough Region,-21.51
2020-03-24,Nelson Region,-23.36
2020-03-24,Northland Region,-16.33
2020-03-24,Otago Region,-26.55
2020-03-24,Southland Region,-22.83
2020-03-24,Taranaki Region,-29.14
2020-03-24,Tasman Region,-18.94
2020-03-24,Waikato Region,-38.82
2020-03-24,Wellington Region,-54
2020-03-24,West Coast Region,-12.32
2020-03-25,Auckland Region,-46.85
2020-03-25,Bay of Plenty Region,-43.93
2020-03-25,Canterbury Region,-42.46
2020-03-25,Gisborne Region,-31.04
2020-03-25,Hawke's Bay Region,-35.67
2020-03-25,Manawatu-Wanganui Region,-32.87
2020-03-25,Marlborough Region,-32.21
2020-03-25,Nelson Region,-28.52
2020-03-25,Northland Region,-24.06
2020-03-25,Otago Region,-40.42
2020-03-25,Southland Region,-35.26
2020-03-25,Taranaki Region,-37.39
2020-03-25,Tasman Region,-25.19
2020-03-25,Waikato Region,-47.61
2020-03-25,Wellington Region,-63.55
2020-03-25,West Coast Region,-26.11
2020-03-26,Auckland Region,-44.69
2020-03-26,Bay of Plenty Region,-50.24
2020-03-26,Canterbury Region,-44
2020-03-26,Gisborne Region,-53.58
2020-03-26,Hawke's Bay Region,-55.11
2020-03-26,Manawatu-Wanganui Region,-55.64
2020-03-26,Marlborough Region,-34.18
2020-03-26,Nelson Region,-30.5
2020-03-26,Northland Region,-47.14
2020-03-26,Otago Region,-41.05
2020-03-26,Southland Region,-50.07
2020-03-26,Taranaki Region,-61.17
2020-03-26,Tasman Region,-20.02
2020-03-26,Waikato Region,-51.04
2020-03-26,Wellington Region,-76.61
2020-03-26,West Coast Region,-26.24
2020-03-27,Auckland Region,-63.8
2020-03-27,Bay of Plenty Region,-57.9
2020-03-27,Canterbury Region,-52.36
2020-03-27,Gisborne Region,-50.55
2020-03-27,Hawke's Bay Region,-55.85
2020-03-27,Manawatu-Wanganui Region,-55.37
2020-03-27,Marlborough Region,-41.18
2020-03-27,Nelson Region,-32.54
2020-03-27,Northland Region,-41.36
2020-03-27,Otago Region,-46.8
2020-03-27,Southland Region,-50.09
2020-03-27,Taranaki Region,-63.22
2020-03-27,Tasman Region,-23.46
2020-03-27,Waikato Region,-59.42
2020-03-27,Wellington Region,-71.76
2020-03-27,West Coast Region,-34.78
2020-03-28,Auckland Region,-52.18
2020-03-28,Bay of Plenty Region,-51.33
2020-03-28,Canterbury Region,-39.59
2020-03-28,Gisborne Region,-44.62
2020-03-28,Hawke's Bay Region,-50.71
2020-03-28,Manawatu-Wanganui Region,-46.77
2020-03-28,Marlborough Region,-32.6
2020-03-28,Nelson Region,-25.77
2020-03-28,Northland Region,-31.16
2020-03-28,Otago Region,-38.72
2020-03-28,Southland Region,-44.73
2020-03-28,Taranaki Region,-58.55
2020-03-28,Tasman Region,0.05
2020-03-28,Waikato Region,-52.68
2020-03-28,Wellington Region,-59.81
2020-03-28,West Coast Region,-36.34
2020-03-29,Auckland Region,-50.88
2020-03-29,Bay of Plenty Region,-49.71
2020-03-29,Canterbury Region,-36.18
2020-03-29,Gisborne Region,-38.09
2020-03-29,Hawke's Bay Region,-49.77
2020-03-29,Manawatu-Wanganui Region,-44.59
2020-03-29,Marlborough Region,-29.2
2020-03-29,Nelson Region,-2.03
2020-03-29,Northland Region,-19.42
2020-03-29,Otago Region,-32.09
2020-03-29,Southland Region,-38.96
2020-03-29,Taranaki Region,-51
2020-03-29,Tasman Region,4.11
2020-03-29,Waikato Region,-55.32
2020-03-29,Wellington Region,-56.62
2020-03-29,West Coast Region,-35.03
2020-03-30,Auckland Region,-64.84
2020-03-30,Bay of Plenty Region,-56.83
2020-03-30,Canterbury Region,-52.77
2020-03-30,Gisborne Region,-47.92
2020-03-30,Hawke's Bay Region,-55.73
2020-03-30,Manawatu-Wanganui Region,-52.84
2020-03-30,Marlborough Region,-37.08
2020-03-30,Nelson Region,-26.72
2020-03-30,Northland Region,-41.89
2020-03-30,Otago Region,-41.93
2020-03-30,Southland Region,-47.7
2020-03-30,Taranaki Region,-59.64
2020-03-30,Tasman Region,-20.5
2020-03-30,Waikato Region,-57.55
2020-03-30,Wellington Region,-72.34
2020-03-30,West Coast Region,-32.34
2020-03-31,Auckland Region,-66.19
2020-03-31,Bay of Plenty Region,-57.7
2020-03-31,Canterbury Region,-54.26
2020-03-31,Gisborne Region,-53.57
2020-03-31,Hawke's Bay Region,-55.96
2020-03-31,Manawatu-Wanganui Region,-54.92
2020-03-31,Marlborough Region,-41.27
2020-03-31,Nelson Region,-37.5
2020-03-31,Northland Region,-43.95
2020-03-31,Otago Region,-47.1
2020-03-31,Southland Region,-48.12
2020-03-31,Taranaki Region,-60.42
2020-03-31,Tasman Region,-24.66
2020-03-31,Waikato Region,-59.21
2020-03-31,Wellington Region,-74.37
2020-03-31,West Coast Region,-34.81
2020-04-01,Auckland Region,-65.13
2020-04-01,Bay of Plenty Region,-57.48
2020-04-01,Canterbury Region,-52.62
2020-04-01,Gisborne Region,-48.62
2020-04-01,Hawke's Bay Region,-55.46
2020-04-01,Manawatu-Wanganui Region,-52.6
2020-04-01,Marlborough Region,-38.78
2020-04-01,Nelson Region,-32.06
2020-04-01,Northland Region,-41.29
2020-04-01,Otago Region,-45.22
2020-04-01,Southland Region,-47.45
2020-04-01,Taranaki Region,-60.56
2020-04-01,Tasman Region,-21.77
2020-04-01,Waikato Region,-57.32
2020-04-01,Wellington Region,-73.22
2020-04-01,West Coast Region,-34.78
2020-04-02,Auckland Region,-65.51
2020-04-02,Bay of Plenty Region,-58.1
2020-04-02,Canterbury Region,-53.21
2020-04-02,Gisborne Region,-50.26
2020-04-02,Hawke's Bay Region,-55.07
2020-04-02,Manawatu-Wanganui Region,-54.54
2020-04-02,Marlborough Region,-39.49
2020-04-02,Nelson Region,-34.83
2020-04-02,Northland Region,-41.72
2020-04-02,Otago Region,-45.45
2020-04-02,Southland Region,-50.5
2020-04-02,Taranaki Region,-62.24
2020-04-02,Tasman Region,-22.08
2020-04-02,Waikato Region,-57.99
2020-04-02,Wellington Region,-73.77
2020-04-02,West Coast Region,-33.67
2020-04-03,Auckland Region,-63.68
2020-04-03,Bay of Plenty Region,-58.12
2020-04-03,Canterbury Region,-51.12
2020-04-03,Gisborne Region,-47.33
2020-04-03,Hawke's Bay Region,-54.51
2020-04-03,Manawatu-Wanganui Region,-54.44
2020-04-03,Marlborough Region,-35.81
2020-04-03,Nelson Region,-30.33
2020-04-03,Northland Region,-44.31
2020-04-03,Otago Region,-44.64
2020-04-03,Southland Region,-45.97
2020-04-03,Taranaki Region,-63.53
2020-04-03,Tasman Region,-22.16
2020-04-03,Waikato Region,-58.21
2020-04-03,Wellington Region,-72.34
2020-04-03,West Coast Region,-34.99
2020-04-04,Auckland Region,-51.47
2020-04-04,Bay of Plenty Region,-50.34
2020-04-04,Canterbury Region,-39.77
2020-04-04,Gisborne Region,-43.76
2020-04-04,Hawke's Bay Region,-48.31
2020-04-04,Manawatu-Wanganui Region,-47.98
2020-04-04,Marlborough Region,-32.24
2020-04-04,Nelson Region,-20.74
2020-04-04,Northland Region,-30.46
2020-04-04,Otago Region,-38.15
2020-04-04,Southland Region,-44.63
2020-04-04,Taranaki Region,-57.15
2020-04-04,Tasman Region,-0.15
2020-04-04,Waikato Region,-52.96
2020-04-04,Wellington Region,-57.66
2020-04-04,West Coast Region,-34.97
2020-04-05,Auckland Region,-53.04
2020-04-05,Bay of Plenty Region,-48.4
2020-04-05,Canterbury Region,-38.8
2020-04-05,Gisborne Region,-35.76
2020-04-05,Hawke's Bay Region,-48.32
2020-04-05,Manawatu-Wanganui Region,-45.58
2020-04-05,Marlborough Region,-23.86
2020-04-05,Nelson Region,-0.83
2020-04-05,Northland Region,-24.87
2020-04-05,Otago Region,-37.58
2020-04-05,Southland Region,-38.98
2020-04-05,Taranaki Region,-50.12
2020-04-05,Tasman Region,-5.11
2020-04-05,Waikato Region,-56.15
2020-04-05,Wellington Region,-56.8
2020-04-05,West Coast Region,-37.15
2020-04-06,Auckland Region,-64.59
2020-04-06,Bay of Plenty Region,-56.12
2020-04-06,Canterbury Region,-50.17
2020-04-06,Gisborne Region,-42.57
2020-04-06,Hawke's Bay Region,-52.65
2020-04-06,Manawatu-Wanganui Region,-52.76
2020-04-06,Marlborough Region,-34.98
2020-04-06,Nelson Region,-27.68
2020-04-06,Northland Region,-40.47
2020-04-06,Otago Region,-42.24
2020-04-06,Southland Region,-46.1
2020-04-06,Taranaki Region,-57.61
2020-04-06,Tasman Region,-16.59
2020-04-06,Waikato Region,-58.57
2020-04-06,Wellington Region,-73.39
2020-04-06,West Coast Region,-32.14
2020-04-07,Auckland Region,-65.48
2020-04-07,Bay of Plenty Region,-58.94
2020-04-07,Canterbury Region,-52.36
2020-04-07,Gisborne Region,-50.48
2020-04-07,Hawke's Bay Region,-55.33
2020-04-07,Manawatu-Wanganui Region,-54.97
2020-04-07,Marlborough Region,-35.01
2020-04-07,Nelson Region,-31.96
2020-04-07,Northland Region,-42.25
2020-04-07,Otago Region,-46.28
2020-04-07,Southland Region,-49.4
2020-04-07,Taranaki Region,-61.92
2020-04-07,Tasman Region,-19.65
2020-04-07,Waikato Region,-57.36
2020-04-07,Wellington Region,-74.59
2020-04-07,West Coast Region,-36.38
2020-04-08,Auckland Region,-64.8
2020-04-08,Bay of Plenty Region,-56.98
2020-04-08,Canterbury Region,-50.6
2020-04-08,Gisborne Region,-46.08
2020-04-08,Hawke's Bay Region,-53.5
2020-04-08,Manawatu-Wanganui Region,-52.89
2020-04-08,Marlborough Region,-35.29
2020-04-08,Nelson Region,-33.31
2020-04-08,Northland Region,-39.27
2020-04-08,Otago Region,-43.52
2020-04-08,Southland Region,-47.83
2020-04-08,Taranaki Region,-59.88
2020-04-08,Tasman Region,-19.16
2020-04-08,Waikato Region,-54.68
2020-04-08,Wellington Region,-73.11
2020-04-08,West Coast Region,-30.41
2020-04-09,Auckland Region,-64.44
2020-04-09,Bay of Plenty Region,-57.96
2020-04-09,Canterbury Region,-50.67
2020-04-09,Gisborne Region,-47.78
2020-04-09,Hawke's Bay Region,-53.42
2020-04-09,Manawatu-Wanganui Region,-51.41
2020-04-09,Marlborough Region,-32.29
2020-04-09,Nelson Region,-34.27
2020-04-09,Northland Region,-37.8
2020-04-09,Otago Region,-44.22
2020-04-09,Southland Region,-49.64
2020-04-09,Taranaki Region,-60.12
2020-04-09,Tasman Region,-20.36
2020-04-09,Waikato Region,-56.43
2020-04-09,Wellington Region,-72.94
2020-04-09,West Coast Region,-32.59
2020-04-10,Auckland Region,-73.21
2020-04-10,Bay of Plenty Region,-69.43
2020-04-10,Canterbury Region,-61.43
2020-04-10,Gisborne Region,-63.85
2020-04-10,Hawke's Bay Region,-66.59
2020-04-10,Manawatu-Wanganui Region,-63.02
2020-04-10,Marlborough Region,-41.27
2020-04-10,Nelson Region,-43.95
2020-04-10,Northland Region,-50.01
2020-04-10,Otago Region,-53.17
2020-04-10,Southland Region,-60.49
2020-04-10,Taranaki Region,-72.19
2020-04-10,Tasman Region,-30.08
2020-04-10,Waikato Region,-68.58
2020-04-10,Wellington Region,-80.04
2020-04-10,West Coast Region,-47.47
2020-04-11,Auckland Region,-50.52
2020-04-11,Bay of Plenty Region,-47.7
2020-04-11,Canterbury Region,-36.21
2020-04-11,Gisborne Region,-43.94
2020-04-11,Hawke's Bay Region,-45.42
2020-04-11,Manawatu-Wanganui Region,-45.17
2020-04-11,Marlborough Region,-34.74
2020-04-11,Nelson Region,-18.36
2020-04-11,Northland Region,-27.04
2020-04-11,Otago Region,-38.52
2020-04-11,Southland Region,-43.4
2020-04-11,Taranaki Region,-55.54
2020-04-11,Tasman Region,1.8
2020-04-11,Waikato Region,-52.43
2020-04-11,Wellington Region,-58.39
2020-04-11,West Coast Region,-33.64
2020-04-12,Auckland Region,-51.67
2020-04-12,Bay of Plenty Region,-48.82
2020-04-12,Canterbury Region,-38.02
2020-04-12,Gisborne Region,-33.29
2020-04-12,Hawke's Bay Region,-50.32
2020-04-12,Manawatu-Wanganui Region,-44.73
2020-04-12,Marlborough Region,-25.43
2020-04-12,Nelson Region,-9.68
2020-04-12,Northland Region,-23.38
2020-04-12,Otago Region,-34.8
2020-04-12,Southland Region,-41.93
2020-04-12,Taranaki Region,-48.98
2020-04-12,Tasman Region,-11.75
2020-04-12,Waikato Region,-54.83
2020-04-12,Wellington Region,-58.87
2020-04-12,West Coast Region,-41.35
2020-04-13,Auckland Region,-73.08
2020-04-13,Bay of Plenty Region,-68.42
2020-04-13,Canterbury Region,-61.15
2020-04-13,Gisborne Region,-59.97
2020-04-13,Hawke's Bay Region,-68.46
2020-04-13,Manawatu-Wanganui Region,-63.35
2020-04-13,Marlborough Region,-38.49
2020-04-13,Nelson Region,-40.18
2020-04-13,Northland Region,-49.45
2020-04-13,Otago Region,-51.42
2020-04-13,Southland Region,-62.47
2020-04-13,Taranaki Region,-68.01
2020-04-13,Tasman Region,-30.77
2020-04-13,Waikato Region,-67.48
2020-04-13,Wellington Region,-79.48
2020-04-13,West Coast Region,-47.26
2020-04-14,Auckland Region,-65.31
2020-04-14,Bay of Plenty Region,-58.35
2020-04-14,Canterbury Region,-50.87
2020-04-14,Gisborne Region,-49.65
2020-04-14,Hawke's Bay Region,-56
2020-04-14,Manawatu-Wanganui Region,-54.97
2020-04-14,Marlborough Region,-33.2
2020-04-14,Nelson Region,-33.18
2020-04-14,Northland Region,-40.05
2020-04-14,Otago Region,-45.62
2020-04-14,Southland Region,-55.9
2020-04-14,Taranaki Region,-60.49
2020-04-14,Tasman Region,-16.86
2020-04-14,Waikato Region,-57.7
2020-04-14,Wellington Region,-73.45
2020-04-14,West Coast Region,-27.41
2020-04-15,Auckland Region,-64.96
