days,regc2018_name,mobility
2020-04-14,Tasman Region,-54.41
2020-04-14,Waikato Region,-57.66
2020-04-14,Wellington Region,-69.51
2020-04-14,West Coast Region,-49.93
2020-04-15,Auckland Region,-64.11
2020-04-15,Bay of Plenty Region,-57.9
2020-04-15,Canterbury Region,-60.47
2020-04-15,Gisborne Region,-42.69
2020-04-15,Hawke's Bay Region,-52.61
2020-04-15,Manawatu-Wanganui Region,-51.51
2020-04-15,Marlborough Region,-39.06
2020-04-15,Nelson Region,-61.47
2020-04-15,Northland Region,-38.96
2020-04-15,Otago Region,-59.54
2020-04-15,Southland Region,-59.3
2020-04-15,Taranaki Region,-60.3
2020-04-15,Tasman Region,-53.83
2020-04-15,Waikato Region,-55.81
2020-04-15,Wellington Region,-68.94
2020-04-15,West Coast Region,-47.38
2020-04-16,Auckland Region,-63.47
2020-04-16,Bay of Plenty Region,-58.81
2020-04-16,Canterbury Region,-59.57
2020-04-16,Gisborne Region,-37.85
2020-04-16,Hawke's Bay Region,-52.7
2020-04-16,Manawatu-Wanganui Region,-50.96
2020-04-16,Marlborough Region,-40.76
2020-04-16,Nelson Region,-57.1
2020-04-16,Northland Region,-41.89
2020-04-16,Otago Region,-57.6
2020-04-16,Southland Region,-60.39
2020-04-16,Taranaki Region,-59.33
2020-04-16,Tasman Region,-54.33
2020-04-16,Waikato Region,-56.97
2020-04-16,Wellington Region,-67.36
2020-04-16,West Coast Region,-52.8
2020-04-17,Auckland Region,-63.07
2020-04-17,Bay of Plenty Region,-58.76
2020-04-17,Canterbury Region,-60.59
2020-04-17,Gisborne Region,-37.02
2020-04-17,Hawke's Bay Region,-51.14
2020-04-17,Manawatu-Wanganui Region,-51.84
2020-04-17,Marlborough Region,-41.01
2020-04-17,Nelson Region,-62.7
2020-04-17,Northland Region,-40.43
2020-04-17,Otago Region,-59.76
2020-04-17,Southland Region,-57.79
2020-04-17,Taranaki Region,-59.97
2020-04-17,Tasman Region,-52.45
2020-04-17,Waikato Region,-58.36
2020-04-17,Wellington Region,-66.93
2020-04-17,West Coast Region,-48.84
2020-04-18,Auckland Region,-52.13
2020-04-18,Bay of Plenty Region,-52.94
2020-04-18,Canterbury Region,-51.36
2020-04-18,Gisborne Region,-39.99
2020-04-18,Hawke's Bay Region,-46.04
2020-04-18,Manawatu-Wanganui Region,-45.66
2020-04-18,Marlborough Region,-42.3
2020-04-18,Nelson Region,-53.74
2020-04-18,Northland Region,-34.71
2020-04-18,Otago Region,-58.38
2020-04-18,Southland Region,-54.16
2020-04-18,Taranaki Region,-55.29
2020-04-18,Tasman Region,-47.62
2020-04-18,Waikato Region,-51.65
2020-04-18,Wellington Region,-54.14
2020-04-18,West Coast Region,-53.72
2020-04-19,Auckland Region,-50.62
2020-04-19,Bay of Plenty Region,-49.2
2020-04-19,Canterbury Region,-50.65
2020-04-19,Gisborne Region,-35.83
2020-04-19,Hawke's Bay Region,-50.23
2020-04-19,Manawatu-Wanganui Region,-43.09
2020-04-19,Marlborough Region,-47.99
2020-04-19,Nelson Region,-46.28
2020-04-19,Northland Region,-27.26
2020-04-19,Otago Region,-56.23
2020-04-19,Southland Region,-54.78
2020-04-19,Taranaki Region,-51.29
2020-04-19,Tasman Region,-43.28
2020-04-19,Waikato Region,-52.7
2020-04-19,Wellington Region,-50.57
2020-04-19,West Coast Region,-49.02
2020-04-20,Auckland Region,-62.89
2020-04-20,Bay of Plenty Region,-57.36
2020-04-20,Canterbury Region,-59.25
2020-04-20,Gisborne Region,-39.11
2020-04-20,Hawke's Bay Region,-53.58
2020-04-20,Manawatu-Wanganui Region,-52.15
2020-04-20,Marlborough Region,-37.78
2020-04-20,Nelson Region,-57.31
2020-04-20,Northland Region,-40.4
2020-04-20,Otago Region,-57.3
2020-04-20,Southland Region,-54.76
2020-04-20,Taranaki Region,-57.13
2020-04-20,Tasman Region,-52.53
2020-04-20,Waikato Region,-55.67
2020-04-20,Wellington Region,-68.45
2020-04-20,West Coast Region,-48.41
2020-04-21,Auckland Region,-63.27
2020-04-21,Bay of Plenty Region,-58.09
2020-04-21,Canterbury Region,-58.87
2020-04-21,Gisborne Region,-45.56
2020-04-21,Hawke's Bay Region,-50.8
2020-04-21,Manawatu-Wanganui Region,-50.65
2020-04-21,Marlborough Region,-35.44
2020-04-21,Nelson Region,-62.95
2020-04-21,Northland Region,-42.23
2020-04-21,Otago Region,-56.91
2020-04-21,Southland Region,-55.51
2020-04-21,Taranaki Region,-59.53
2020-04-21,Tasman Region,-50.14
2020-04-21,Waikato Region,-55.93
2020-04-21,Wellington Region,-67.69
2020-04-21,West Coast Region,-49.09
2020-04-22,Auckland Region,-61.99
2020-04-22,Bay of Plenty Region,-56.34
2020-04-22,Canterbury Region,-57.95
2020-04-22,Gisborne Region,-40.86
2020-04-22,Hawke's Bay Region,-51.14
2020-04-22,Manawatu-Wanganui Region,-49.71
2020-04-22,Marlborough Region,-34.86
2020-04-22,Nelson Region,-57.42
2020-04-22,Northland Region,-37.4
2020-04-22,Otago Region,-56.65
2020-04-22,Southland Region,-56.34
2020-04-22,Taranaki Region,-58.11
2020-04-22,Tasman Region,-48.3
2020-04-22,Waikato Region,-54.44
2020-04-22,Wellington Region,-66.62
2020-04-22,West Coast Region,-48.85
2020-04-23,Auckland Region,-61.29
2020-04-23,Bay of Plenty Region,-54.87
2020-04-23,Canterbury Region,-56.86
2020-04-23,Gisborne Region,-38.66
2020-04-23,Hawke's Bay Region,-51.21
2020-04-23,Manawatu-Wanganui Region,-49.07
2020-04-23,Marlborough Region,-38.77
2020-04-23,Nelson Region,-57.37
2020-04-23,Northland Region,-39.07
2020-04-23,Otago Region,-56.15
2020-04-23,Southland Region,-56.28
2020-04-23,Taranaki Region,-57.49
2020-04-23,Tasman Region,-53.41
2020-04-23,Waikato Region,-52.98
2020-04-23,Wellington Region,-67.11
2020-04-23,West Coast Region,-47.98
2020-04-24,Auckland Region,-59.35
2020-04-24,Bay of Plenty Region,-54.04
2020-04-24,Canterbury Region,-55.5
2020-04-24,Gisborne Region,-36.53
2020-04-24,Hawke's Bay Region,-48.51
2020-04-24,Manawatu-Wanganui Region,-49.2
2020-04-24,Marlborough Region,-35.43
2020-04-24,Nelson Region,-56.56
2020-04-24,Northland Region,-38.06
2020-04-24,Otago Region,-57.15
2020-04-24,Southland Region,-54.23
2020-04-24,Taranaki Region,-56.18
2020-04-24,Tasman Region,-51.05
2020-04-24,Waikato Region,-53.34
2020-04-24,Wellington Region,-65.41
2020-04-24,West Coast Region,-46.94
2020-04-25,Auckland Region,-50.99
2020-04-25,Bay of Plenty Region,-51.8
2020-04-25,Canterbury Region,-51.95
2020-04-25,Gisborne Region,-43.58
2020-04-25,Hawke's Bay Region,-48.76
2020-04-25,Manawatu-Wanganui Region,-46.94
2020-04-25,Marlborough Region,-40.19
2020-04-25,Nelson Region,-54.42
2020-04-25,Northland Region,-31.46
2020-04-25,Otago Region,-58.54
2020-04-25,Southland Region,-54.85
2020-04-25,Taranaki Region,-56.1
2020-04-25,Tasman Region,-44.29
2020-04-25,Waikato Region,-50.4
2020-04-25,Wellington Region,-53.79
2020-04-25,West Coast Region,-52.13
2020-04-26,Auckland Region,-47.13
2020-04-26,Bay of Plenty Region,-44.79
2020-04-26,Canterbury Region,-47.85
2020-04-26,Gisborne Region,-25.64
2020-04-26,Hawke's Bay Region,-49.02
2020-04-26,Manawatu-Wanganui Region,-38.64
2020-04-26,Marlborough Region,-39.57
2020-04-26,Nelson Region,-38.9
2020-04-26,Northland Region,-23.76
2020-04-26,Otago Region,-55.12
2020-04-26,Southland Region,-50.55
2020-04-26,Taranaki Region,-46.69
2020-04-26,Tasman Region,-42.02
2020-04-26,Waikato Region,-49.35
2020-04-26,Wellington Region,-47.67
2020-04-26,West Coast Region,-53.12
2020-04-27,Auckland Region,-69.94
2020-04-27,Bay of Plenty Region,-65.16
2020-04-27,Canterbury Region,-67.55
2020-04-27,Gisborne Region,-52.12
2020-04-27,Hawke's Bay Region,-61.52
2020-04-27,Manawatu-Wanganui Region,-58.98
2020-04-27,Marlborough Region,-49.42
2020-04-27,Nelson Region,-60.07
2020-04-27,Northland Region,-47.49
2020-04-27,Otago Region,-62.63
2020-04-27,Southland Region,-65.31
2020-04-27,Taranaki Region,-64.06
2020-04-27,Tasman Region,-57.87
2020-04-27,Waikato Region,-62.94
2020-04-27,Wellington Region,-74.41
2020-04-27,West Coast Region,-59.08
2020-04-28,Auckland Region,-45.88
2020-04-28,Bay of Plenty Region,-36.57
2020-04-28,Canterbury Region,-38.21
2020-04-28,Gisborne Region,-24.19
2020-04-28,Hawke's Bay Region,-35.76
2020-04-28,Manawatu-Wanganui Region,-34.46
2020-04-28,Marlborough Region,-20.46
2020-04-28,Nelson Region,-31.1
2020-04-28,Northland Region,-21.53
2020-04-28,Otago Region,-41.28
2020-04-28,Southland Region,-41.21
2020-04-28,Taranaki Region,-41.95
2020-04-28,Tasman Region,-29.83
2020-04-28,Waikato Region,-34.98
2020-04-28,Wellington Region,-55.52
2020-04-28,West Coast Region,-33.79
2020-04-29,Auckland Region,-44.41
2020-04-29,Bay of Plenty Region,-38.04
2020-04-29,Canterbury Region,-37.07
2020-04-29,Gisborne Region,-18.38
2020-04-29,Hawke's Bay Region,-33.3
2020-04-29,Manawatu-Wanganui Region,-32.85
2020-04-29,Marlborough Region,-19.87
2020-04-29,Nelson Region,-35.01
2020-04-29,Northland Region,-18.56
2020-04-29,Otago Region,-41.02
2020-04-29,Southland Region,-38.23
2020-04-29,Taranaki Region,-38.7
2020-04-29,Tasman Region,-30.04
2020-04-29,Waikato Region,-36.28
2020-04-29,Wellington Region,-54.6
2020-04-29,West Coast Region,-31.14
2020-04-30,Auckland Region,-44.86
2020-04-30,Bay of Plenty Region,-37.67
2020-04-30,Canterbury Region,-36.79
2020-04-30,Gisborne Region,-20.46
2020-04-30,Hawke's Bay Region,-36.43
2020-04-30,Manawatu-Wanganui Region,-34.86
2020-04-30,Marlborough Region,-18.53
2020-04-30,Nelson Region,-30.03
2020-04-30,Northland Region,-22.08
2020-04-30,Otago Region,-39.8
2020-04-30,Southland Region,-39.81
2020-04-30,Taranaki Region,-41.07
2020-04-30,Tasman Region,-31.62
2020-04-30,Waikato Region,-36.52
2020-04-30,Wellington Region,-55.46
2020-04-30,West Coast Region,-34.23
2020-05-01,Auckland Region,-47.55
2020-05-01,Bay of Plenty Region,-41.16
2020-05-01,Canterbury Region,-42.55
2020-05-01,Gisborne Region,-24.55
2020-05-01,Hawke's Bay Region,-38.32
2020-05-01,Manawatu-Wanganui Region,-37.74
2020-05-01,Marlborough Region,-24.09
2020-05-01,Nelson Region,-36.97
2020-05-01,Northland Region,-27.7
2020-05-01,Otago Region,-46.16
2020-05-01,Southland Region,-37.72
2020-05-01,Taranaki Region,-43.71
2020-05-01,Tasman Region,-35.93
2020-05-01,Waikato Region,-40.52
2020-05-01,Wellington Region,-57.56
2020-05-01,West Coast Region,-42.85
2020-05-02,Auckland Region,-42.3
2020-05-02,Bay of Plenty Region,-40.96
2020-05-02,Canterbury Region,-40.12
2020-05-02,Gisborne Region,-29.14
2020-05-02,Hawke's Bay Region,-33.98
2020-05-02,Manawatu-Wanganui Region,-36.9
2020-05-02,Marlborough Region,-33.13
2020-05-02,Nelson Region,-47.08
2020-05-02,Northland Region,-27.63
2020-05-02,Otago Region,-52.88
2020-05-02,Southland Region,-44.63
2020-05-02,Taranaki Region,-45.8
2020-05-02,Tasman Region,-37.96
2020-05-02,Waikato Region,-40.88
2020-05-02,Wellington Region,-46.07
2020-05-02,West Coast Region,-42.69
2020-05-03,Auckland Region,-46.02
2020-05-03,Bay of Plenty Region,-45.28
2020-05-03,Canterbury Region,-33.79
2020-05-03,Gisborne Region,-25.28
2020-05-03,Hawke's Bay Region,-40.8
2020-05-03,Manawatu-Wanganui Region,-37.78
2020-05-03,Marlborough Region,-42.01
2020-05-03,Nelson Region,-39.18
2020-05-03,Northland Region,-22.86
2020-05-03,Otago Region,-48.61
2020-05-03,Southland Region,-45.16
2020-05-03,Taranaki Region,-42.82
2020-05-03,Tasman Region,-34.97
2020-05-03,Waikato Region,-48.59
2020-05-03,Wellington Region,-46.45
2020-05-03,West Coast Region,-47.09
2020-05-04,Auckland Region,-43.54
2020-05-04,Bay of Plenty Region,-38.66
2020-05-04,Canterbury Region,-38.24
2020-05-04,Gisborne Region,-23.57
2020-05-04,Hawke's Bay Region,-34.24
2020-05-04,Manawatu-Wanganui Region,-34.14
2020-05-04,Marlborough Region,-16.29
2020-05-04,Nelson Region,-29.34
2020-05-04,Northland Region,-21.12
2020-05-04,Otago Region,-41.74
2020-05-04,Southland Region,-40.01
2020-05-04,Taranaki Region,-39.36
2020-05-04,Tasman Region,-34.31
2020-05-04,Waikato Region,-36.04
2020-05-04,Wellington Region,-54.97
2020-05-04,West Coast Region,-36.55
2020-05-05,Auckland Region,-45.26
2020-05-05,Bay of Plenty Region,-38.76
2020-05-05,Canterbury Region,-38.52
2020-05-05,Gisborne Region,-27.69
2020-05-05,Hawke's Bay Region,-33.03
2020-05-05,Manawatu-Wanganui Region,-34.56
2020-05-05,Marlborough Region,-15.11
2020-05-05,Nelson Region,-29.32
2020-05-05,Northland Region,-26.27
2020-05-05,Otago Region,-41.73
2020-05-05,Southland Region,-38.8
2020-05-05,Taranaki Region,-41.8
2020-05-05,Tasman Region,-31.6
2020-05-05,Waikato Region,-36.63
2020-05-05,Wellington Region,-56.27
2020-05-05,West Coast Region,-34.03
2020-05-06,Auckland Region,-42.76
2020-05-06,Bay of Plenty Region,-33.96
2020-05-06,Canterbury Region,-35.72
2020-05-06,Gisborne Region,-20
2020-05-06,Hawke's Bay Region,-35.21
2020-05-06,Manawatu-Wanganui Region,-32.44
2020-05-06,Marlborough Region,-10.01
2020-05-06,Nelson Region,-30.68
2020-05-06,Northland Region,-22.47
2020-05-06,Otago Region,-39.57
2020-05-06,Southland Region,-40.13
2020-05-06,Taranaki Region,-39.64
2020-05-06,Tasman Region,-29.73
2020-05-06,Waikato Region,-35.34
2020-05-06,Wellington Region,-54.38
2020-05-06,West Coast Region,-32.27
2020-05-07,Auckland Region,-44.03
2020-05-07,Bay of Plenty Region,-23.4
2020-05-07,Canterbury Region,-36.26
2020-05-07,Gisborne Region,-8.59
2020-05-07,Hawke's Bay Region,-10.6
2020-05-07,Manawatu-Wanganui Region,-31.83
2020-05-07,Marlborough Region,-10.62
2020-05-07,Nelson Region,-29.99
2020-05-07,Northland Region,-23.22
2020-05-07,Otago Region,-38.49
2020-05-07,Southland Region,-39.28
2020-05-07,Taranaki Region,-39.28
2020-05-07,Tasman Region,-30.56
2020-05-07,Waikato Region,-26.8
2020-05-07,Wellington Region,-54.16
2020-05-07,West Coast Region,-34.39
2020-05-08,Auckland Region,-42.05
2020-05-08,Bay of Plenty Region,-36.69
2020-05-08,Canterbury Region,-35.92
2020-05-08,Gisborne Region,-18.91
2020-05-08,Hawke's Bay Region,-32.48
2020-05-08,Manawatu-Wanganui Region,-33.58
2020-05-08,Marlborough Region,-11.56
2020-05-08,Nelson Region,-32.04
2020-05-08,Northland Region,-22.2
2020-05-08,Otago Region,-40.54
2020-05-08,Southland Region,-38.27
2020-05-08,Taranaki Region,-40.62
2020-05-08,Tasman Region,-31.27
2020-05-08,Waikato Region,-35.72
2020-05-08,Wellington Region,-52.45
2020-05-08,West Coast Region,-32.29
2020-05-09,Auckland Region,-34.76
2020-05-09,Bay of Plenty Region,-35.28
2020-05-09,Canterbury Region,-35.86
2020-05-09,Gisborne Region,-23.74
2020-05-09,Hawke's Bay Region,-31.38
2020-05-09,Manawatu-Wanganui Region,-35.08
2020-05-09,Marlborough Region,-20.7
2020-05-09,Nelson Region,-29.7
2020-05-09,Northland Region,-17.69
2020-05-09,Otago Region,-45.05
2020-05-09,Southland Region,-36.09
2020-05-09,Taranaki Region,-38.73
2020-05-09,Tasman Region,-26.02
2020-05-09,Waikato Region,-39.17
2020-05-09,Wellington Region,-38.67
2020-05-09,West Coast Region,-39.22
2020-05-10,Auckland Region,-35.59
2020-05-10,Bay of Plenty Region,-36.46
2020-05-10,Canterbury Region,-31.79
2020-05-10,Gisborne Region,-13
2020-05-10,Hawke's Bay Region,-27.6
2020-05-10,Manawatu-Wanganui Region,-27.63
2020-05-10,Marlborough Region,-20.7
2020-05-10,Nelson Region,-21.96
2020-05-10,Northland Region,-9.15
2020-05-10,Otago Region,-42.08
2020-05-10,Southland Region,-41.46
2020-05-10,Taranaki Region,-34.89
2020-05-10,Tasman Region,-20.46
2020-05-10,Waikato Region,-39.58
2020-05-10,Wellington Region,-33.39
2020-05-10,West Coast Region,-38.84
